CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,REF_WADS_DEPARTMENT_ID,applicability,quantification_purpose,quantification_of,entry_type,PoE,convey_type,conveyance,container_edge,Notes,product_pathway,product_subpathway,PATHWAY
1075DE,QMIs Equine Byproduct (KGS) - Bus,"Record the weight of Equine interceptions found from bus inspections.
",2,,,,,,,,,,,,
1075DP,QMIIs Avian Byproduct (KGS) - Bus,"Record the weight of Avian interceptions found from bus inspections.
",2,,,,,,,,,,,,
1075DR,QMIs Ruminant Byproduct (KGS) - Bus,"Record the weight of Ruminant interceptions found from bus inspections.
",2,,,,,,,,,,,,
1075DS,QMIs Swine Byproduct (KGS) - Bus,"Record the weight of Swine interceptions found from bus inspections.
",2,,,,,,,,,,,,
1075DO,QMIs Meat Byproduct Other (KGS) - Bus,"Record the weight of other meat interception in kilograms from Land Border bus inspections.  These are products not classified as dairy, equine, avian, swine, or ruminant.",2,,,,,,,,,,,,
1074FD,QMIs Dairy Byproduct (Pax Train),"Record the number of inedible Dairy byproduct interceptions found from passenger train inspections.
",2,,,,,,,,,,,,
1074FE,QMIs Equine Byproduct (Pax Train),"Record the number of inedible Equine byproduct interceptions found from passenger train inspections.
",2,,,,,,,,,,,,
1074FP,QMIs Avian Byproduct (Pax Train),"Record the number of inedible Avian byproduct interceptions found from passenger train inspections.
",2,,,,,,,,,,,,
1074FR,QMIs Ruminant Byproduct (Pax Train),"Record the number of inedible Ruminant byproduct interceptions found from passenger train inspections.
",2,,,,,,,,,,,,
1074FS,QMIs Swine Byproduct (Pax Train),"Record the number of inedible Swine byproduct interceptions found from passenger train inspections.
",2,,,,,,,,,,,,
1075FD,QMIs Dairy Byproduct (KGS) - Pax Train,"Record the weight of Dairy interceptions in kilograms found from pax train inspections.
",2,,,,,,,,,,,,
1075FE,QMIs Equine Byproduct (KGS) - Pax Train,"Record the weight of Equine interceptions found from pax train inspections.
",2,,,,,,,,,,,,
1075FP,QMIIs Avian Byproduct (KGS) - Pax Train,"Record the weight of Avian interceptions found from pax train inspections.
",2,,,,,,,,,,,,
1075FR,QMIs Ruminant Byproduct (KGS) - Pax Train,"Record the weight of Ruminant interceptions found from pax train inspections.
",2,,,,,,,,,,,,
1075FS,QMIs Swine Byproduct (KGS) - Pax Train,"Record the weight of Swine interceptions found from pax train inspections.
",2,,,,,,,,,,,,
1075FO,QMIs Meat Byproduct Other (KGS) - Pax Train,"Record the weight of other meat interception in kilograms from Land Border Pax Train inspections.  These are products not classified as dairy, equine, avian, swine, or ruminant.",2,,,,,,,,,,,,
1012AO,QMIs Meat Other (KGS) - Maritime,"Record the weight of the Meat Other interception in kilograms from passenger and maritime inspections.  See code 1011AO
",2,,,,,,,,,,,,
1014AO,QMIs - Other Inedible Animal Byproducts (KGS) - Maritime),"Record the weight of Total Other Inedible Byproduct interceptions in kilograms.  
",2,,,,,,,,,,,,
1133BO,QMIs Meat Other (KGS) - Express Courier,"Record the weight of Meat Other intercepted in kilograms from Express Courier (Fed-X, DHL, UPS, etc.), or ground courier. Source document is PPQ form 287",2,,,,,,,,,,,,
1075AO,QMIs Meat Byproduct Other(KGS) - Vehicle,"Record the weight of other meat byproduct interceptions in kilograms found from vehicle inspections.
",2,,,,,,,,,,,,
1135O,QMIs Other Meat Byproduct (KGS),Record the weight of Other Meat byproducts intercepted in kilograms from USPS parcel post mail. Source document is PPQ form 287,2,,,,,,,,,,,,
1010T,Total  QMIs from Maritime Passengers and Crew,"This activity code is calculated by summing 1010A, 1010D, 1011T, 1013T.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1013T,Total Animal Byproducts from Maritime Passengers and Crew,"This activity code is calculated by summing 1013A for all data prior to 04/01/06; 1013AD, 1013AE, 1013AO, 1013AP, 1013AR, 1013AS for all data beginning 04/01/06.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1034T,Total Air Passengers and Crew,"This activity code is calculated by summing 1034A, 1034B, 1034C, 2034A, 2034B, 2034C.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1037T,Total QMIs from Air Baggage,"This activity code is calculated by summing 1037, 1037A, 1039T, 1041T.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1039T,Total Meat QMIs from Air Baggage,"This activity code is calculated by summing 1039A for all data prior to 04/01/06; 1039AD, 1039AE, 1039AO, 1039AP, 1039AR, 1039AS for all data beginning 04/01/06.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1041T,Total Animal Byproducts from Air Baggage,"This activity code is calculated by summing 1041A for all data prior to 04/01/06; 1041AD, 1041AE, 1041AO, 1041AP, 1041AR, 1041AS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1071AT,Total QMIs from Border Vehicles,"This activity code is calculated by summing 1071A, 1071G, 1072AT, 1074AT. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1072AT,Total Meat QMIs from Border Vehicles,"This activity code is calculated by summing 1072A for all data prior to 04/01/06; 1072AD, 1072AE, 1072AO, 1072AP, 1072AR, 1072AS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1074AT,Total Animal Byproducts from Land Border Vehicles,"This activity code is calculated by summing 1074A for all data prior to 04/01/06; 1074AD, 1074AE, 1074AO, 1074AP, 1074AR, 1074AS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1071BT,Total QMIs from Pedestrians,"This activity code is calculated by summing 1071B, 1071H, 1072BT, 1074BT. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1072BT,Total Meat QMIs from Pedestrians,"This activity code is calculated by summing 1072B for all data prior to 09/12/07; 1072BD, 1072BE, 1072BO, 1072BP, 1072BR, 1072BS for all data beginning 09/12/07. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1074BT,Total Animal Byproducts from Pedestrians,"This activity code is calculated by summing 1074B for all data prior to 09/14/07; 1074BD, 1074BE, 1074BO, 1074BP, 1074BR, 1074BS for all data beginning 09/14/07. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1099T,Total QMIs from Preclearance Passengers and Crew,"This activity code is calculated by summing 1098A. 1098D, 1099AT, 1099CT. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1099AT,Total Meat QMIs from Preclearance Passengers and Crew,"This activity code is calculated by summing 1099A prior to 06/01/07; 1099AD, 1099AE, 1099AO, 1099AP, 1099AR, 1099AS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1099CT,Total Animal Byproducts from Preclearance Passengers and Crew,"This activity code is calculated by summing 1099C for all data prior to 06/01/2007; 1099CD, 1099CE, 1099CO, 1099CP, 1099CR, 1099CS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1131T,Total QMIs from USPS Mail,"This activity code is calculated by summing 1131, 1131S, 1132T, 1134T. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1132T,Total Meat QMIs from USPS Mail,"This activity code is calculated by summing 1132 for all data prior to 04/01/06; 1132D, 1132E, 1132O, 1132P, 1132R, 1132S for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1134T,Total Animal Byproducts from USPS Mail,"This activity code is calculated by summing 1134 for all data prior to 04/01/06; 1134D, 1134E, 1134O, 1134P, 1134R, 1134S for all data beginning 04/01/06.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1131AT,Total QMIs from USPS Express Mail,"This activity code is calculated by summing 1131A, 1131AS, 1132AT, 1134AT. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1132AT,Total Meat QMIs from USPS Express Mail,"This activity code is calculated by summing 1132A for all data prior to 04/01/06; 132AD, 1132AE, 1132AO, 1132AP, 1132AR, 1132AS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1134AT,Total Animal Byproducts from USPS Express Mail,"This activity code is calculated by summing 1134A for all data prior to 04/01/06; 1134AD, 1134AE, 1134AO, 1134AP, 1134AR, 1134AS for all data beginning 04/01/06.  This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.
",2,,,,,,,,,,,,
1131BT,Total QMIs from Express Courier,"This activity code is calculated by summing 1131B, 1131BS, 1132BT, 1134BT. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1132BT,Total Meat QMIs from Express Courier,"This activity code is calculated by summing 1132B for all data prior to 3/17/06; 1132BD, 1132BE, 1132BO, 1132BP, 1132BR, 1132BS for all data beginning 03/17/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1011T,Total Meat QMIs from Maritime Passengers and Crew,"This activity code is calculated by summing 1011A prior to 04/01/06; 1011AD, 1011AE, 1011AO, 1011AP, 1011AR, 1011AS for all data beginning 04/01/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1134BT,Total Animal Byproducts from Express Courier,"This activity code is calculated by summing 1134B for all data prior to 3/17/06; 1134BD, 1134BE, 1134BO, 1134BP, 1134BR, 1132BS for all data beginning 03/17/06. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",2,,,,,,,,,,,,
1120T,Total Phytosanitary Certificates - PPQ Issued,"This activity code is calculated by summing 1120 for all data prior to 10/01/2005; 1120A, 1120B, 1120C, 1120D for all data beginning 10/01/2005. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",1,,,,,,,,,,,,
1121T,Total Phytosanitary Certificates - State Issued,"This activity code is calculated by summing 1121 for all data prior to 12/01/2007; 1121A, 1121B, 1121C, 1121D for all data beginning 12/01/2007. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",1,,,,,,,,,,,,
1050T,Total Garbage Disposals,This activity code is calculated by summing 1050 for all data prior to 2/1/2008; 1030 for all data after 2/1/2008. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.,2,,,,,,,,,,,,
2120T,Total Phytosanitary Certificates - PPQ Issued,"This activity code is calculated by summing 2120 for all data prior to 10/01/2005; 2120A, 2120B, 2120C, 2120D for all data beginning 10/01/2005. This activity code is calculated in the AQAS data warehouse and not to be used for direct data entry in WADS.",1,,,,,,,,,,,,
1143A,USPS Express Mail Miscellaneous QMIs, ,2,,,,,,,,,,,,
1143,USPS Mail Miscellaneous QMIs, ,2,,,,,,,,,,,,
7358A,O/T Trace forwards Initiated,Record the number of trace forwards initiated by your work unit while on Overtime.  Do not count trace forward actions forwarded to your location from another work unit.  Commerce site visited on actions received from another work unit should be recorded under 1361D or 2361D.,1,,,,,,,,,,,,
7358B,O/T Trace forwards Completed (Non-Compliant),Record the number of Non-compliant trace forwards completed while on overtime.  These are Trace forwards completed to the lowest commerce level that were determined to be Non-Compliant. Only the receiving work unit would record trace forwards completed.,1,,,,,,,,,,,,
7358C,O/T Trace forwards Completed (Compliant),Record the number of Compliant trace forwards completed while on overtime.  These are the Trace forwards completed to the lowest commerce level that were determined to be Compliant. Only the receiving work unit would record trace forwards completed.,1,,,,,,,,,,,,
7358D,O/T Trace forwards Completed (Dead-End),Record the number of Dead-End trace forwards completed while on overtime.  These are Trace forwards completed to the lowest commerce level that were determined to be Dead End. Only the receiving work unit would record trace forwards completed.,1,,,,,,,,,,,,
1090D,"Departures From USVI, Cargo Flights",Record the number of cargo-type aircraft departing from the U.S. Virgin Islands to the U.S. mainland or other U.S.  territory destination.,2,1,arrival,vehicle,commercial,airport,aircraft,cargo plane,cargo,number of cargo flights from USVI,,,
1090E,"Departures From USVI, Other Aircraft",Record the number of other-type aircraft (Private/FBOs) departing from the U.S. Virgin Islands to the U.S. mainland or other U.S.  territory destination.,2,1,arrival,vehicle,passenger,airport,aircraft,personal plane,baggage,number of personal flights from USVI,,,
1090G,"Departures from USVI, Military Aircraft",Record the number of military aircraft departing from the U.S. Virgin Islands to the U.S. mainland or other U.S.  Territory.,2,1,arrival,vehicle,commercial,airport,aircraft,cargo plane,baggage,number of personal flights from USVI,,,
1091C,"Inspections, USVI Air Passenger/Crew","Record the number of actual passengers/crew departing from the U.S. Virgin Islands to the U.S. mainland or other U.S. territory  that are referred to agricultural secondary for inspection. Utilization of an X-ray is considered a form of inspection for this code, even though the luggage was not physically opened. Source is CBP Declaration Form 6059B. Count the total declarations collected from the secondary inspection and add the total number of family members traveling on the declaration from line 3 of Form 6059B. Record actual counts only; do not Record estimates or formula calculations.",2,,,,,,,,,,,,
1098F,"QMIs, Plant, USVI PreDeparture Baggage",Record the number of plant QMIs intercepted from the U.S. Virgin Island Pre-departure baggage inspections.,2,,,,,,,,,,,,
1098G,Predeparture USVI Total Pest Interceptions Submitted - Baggage,Record the total number of pests intercepted and submitted for identification from a predeparting air passenger/crew baggage from the U.S. Virgin Islands.,2,,,,,,,,,,,,
1098H,Predeparture USVI Total Pest Interceptions Submitted - Cargo,Record the total number of pests intercepted and submitted for identification from predeparting air cargo from the U.S. Virgin Islands.,2,,,,,,,,,,,,
1098J,"Predeparture USVI AC Total Pest Interceptions Submitted Stores, Quarters","Record the total number of pests intercepted and submitted for identification from predeparting aircraft galley, quarters, stores, and holds from the U.S. Virgin Islands.",2,,,,,,,,,,,,
6354A,Outreach - Public Awareness and Education at a Commerce Site,Record the number of commerce sites where brochures are distributed for the purpose of informing the owner and/or employees about the SITC mission and regulations.,1,,,,,,,,,,,,
6356A,Agriculture Request for Action (ARFA) Initiated,Record the number of Agriculture Requests for Action (ARFA) initiated by the work unit and sent to QPAS.,1,,,,,,,,,,,,
6356B,Interagency Referral Request Form (IRRF) - Issued to CBP,Record the number of Interagency Referral Request Forms (IRRF) initiated by the work unit and issued to CBP.,1,,,,,,,,,,,,
6356C,Interagency Referral Request Form (IRRF) - Referral From CBP,Record the number of Interagency Referral Request Forms (IRRF) received from CBP with a new referral.,1,,,,,,,,,,,,
6356D,Interagency Referral Request Form (IRRF) - Feedback From CBP,Record the number of Interagency Referral Request Forms (IRRF) received from CBP with feedback provided on a IRRF initiated by SITC.,1,,,,,,,,,,,,
6349B,Letters of Information Issued - Commerce,Record the number of Letters of Information issued to a commerce site during regular hours.,1,,,,,,,,,,,,
6349C,Letters of Information Issued - Checkpoint or Border Patrol,Record the number of Letters of Information issued at check points or Border Patrol Stations during regular hours.,1,,,,,,,,,,,,
6359D,SITC Special Operations and IEO Work Proposals Written,Record the number of written special operation or IEO intensive exam operations work plans proposed (within SITC or with other state or federal agencies).  Use activity code 6359A to record written joint special operation plans with CBP.,1,,,,,,,,,,,,
6359E,SITC Special Operations Work Proposals Approved,Record the number of special operation work plans approved (within SITC or with other state or federal agencies).  Use activity code 6359B to record plans approved by CBP.,1,,,,,,,,,,,,
6359F,SITC Special Operations Work Proposals Completed,Record the number of completed special operation work plans (within SITC or with other state or federal agencies).  Use activity code 6359C to record plans completed with CBP.,1,,,,,,,,,,,,
7349B,O/T Letters of Information Issued - Commerce,Record the number of Letters of Information issued to a commerce site outside of  regular hours.,1,,,,,,,,,,,,
7349C,O/T Letters of Information Issued - Checkpoint or Border Patrol,Record the number of Letters of Information issued at check points or Border Patrol Stations outside of regular hours.,1,,,,,,,,,,,,
6362,Annual Commerce Site Inspection - High Risk Item Seized,Record the number of annual commerce site inspections during regular hours when one or more high risk prohibited items was seized.,1,,,,,,,,,,,,
6362A,Annual Commerce Site Inspection - Low Risk Item Seized,"Record the number of annual commerce site inspections during regular hours when one or more low risk prohibited items was seized, and no high risk prohibited items were seized.",1,,,,,,,,,,,,
6361F,Follow-up to Annual Inspection - High Risk Item Seized,Record the number of follow-up inspections to a commerce site during regular hours where one or more high risk prohibited items was seized.,1,,,,,,,,,,,,
6361G,Follow-Up to Annual Inspection - Low Risk Item Seized ,"Record the number of follow-up inspections to a commerce site during regular hours where one or more low risk prohibited items was seized, and no high risk prohibited items were seized.",1,,,,,,,,,,,,
6361H,Follow-Up to Annual Inspection - Low Risk Item Identified,"Record the number of follow-up inspections to a commerce site during regular hours where one or more low risk prohibited items was identified, and no prohibited items were seized.",1,,,,,,,,,,,,
7362,O/T  Annual Commerce Site Inspection - High Risk Item Seized,Record the number of annual commerce site inspections outside of regular hours when one or more high risk prohibited items was seized.,1,,,,,,,,,,,,
7362A,O/T  Annual Commerce Site Inspection - Low Risk Item Seized,"Record the number of annual commerce site inspections outside of regular hours when one or more low risk prohibited items was seized, and no high risk prohibited items were seized.",1,,,,,,,,,,,,
7361F,O/T Follow-up to Annual Inspection - High Risk Item Seized ,Record the number of follow-up inspections to a commerce site outside of regular hours where one or more high risk prohibited items was seized.,1,,,,,,,,,,,,
7361G,O/T Follow-Up to Annual Inspection - Low Risk Item Seized ,"Record the number of follow-up inspections to a commerce site outside of regular hours where one or more low risk prohibited items was seized, and no high risk prohibited items were seized.",1,,,,,,,,,,,,
7361H,O/T Follow-Up to Annual Inspection - Low Risk Item Identified,"Record the number of follow-up inspections to a commerce site outside of regular hours where one or more low risk prohibited items was identified, and no prohibited items were seized.",1,,,,,,,,,,,,
6362B,Annual Commerce Site Inspection - Low Risk Item Identified,"Record the number of annual commerce site inspections during regular hours when one or more low risk prohibited items was identified, and no prohibited items were seized.",1,,,,,,,,,,,,
7362B,O/T Annual Commerce Site Inspection - Low Risk Item Identified,"Record the number of annual commerce site inspections outside of regular hours when one or more low risk prohibited items was identified, and no prohibited items were seized.",1,,,,,,,,,,,,
6361I,Follow-Up to Annual Inspection - Commerce Site Compliant,Record the number of follow-up inspections to a commerce site during regular hours found in compliance (no prohibited items seized or identified at the site).,1,,,,,,,,,,,,
7361I,O/T Follow-Up to Annual Inspection - Commerce Site Compliant,Record the number of follow-up inspections to a commerce site outside of regular hours found in compliance (no prohibited items seized or identified at the site).,1,,,,,,,,,,,,
1190,"Treatments, Domestic Quarantine Cargo, Fumigation","Report the number of fumigations performed on cargo shipments within the regular hours of service. These fumigations are conducted in Compliance with Domestic Quarantine Regulations.  For example Fruit Fly, Cotton pests, Asian Citrus Psyllid. The source form is PPQ 429.",1,,,,,,,,,,,,
1191,"Treatments, Phytosanitary Export Cargo, Fumigation",Report the number of fumigations performed on cargo shipments within the regular hours of service. These fumigations are conducted in accordance with the importing country requirements as outlined in PExD The source form is PPQ 429.,1,,,,,,,,,,,,
2190,"Treatments, Domestic Quarantine Cargo, O/T Fumigation","Report the number of fumigations performed on cargo shipments outside the regular hours of service. These fumigations are conducted in Compliance with Domestic Quarantine Regulations.  For example Fruit Fly, Cotton pests, Asian Citrus Psyllid. The source form is PPQ 429.",1,,,,,,,,,,,,
2191,"Treatments, Phytosanitary Export Cargo, O/T Fumigation",Report the number of fumigations performed on cargo shipments outside the regular hours of service. These fumigations are conducted in accordance with the importing country requirements as outlined in PExD The source form is PPQ 429.,1,,,,,,,,,,,,
7354A,O/T Outreach,"Record the number of commerce sites where brochures are distributed on Overtime for the purpose of informing the owner and/or employees about the SITC mission and regulations.
",1,,,,,,,,,,,,
1021C,"Treatments, Maritime Cargo, Irradiation","Record the number of treatments performed on cargo shipments within the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment.",1,,,,,,,,,,,,
1021D,"Treatments, Maritime Cargo, Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments within the regular hours of service.,1,,,,,,,,,,,,
1048A,"Treatments, Air Cargo, Irradiation","Record the number of treatments performed on cargo shipments within the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment.",1,,,,,,,,,,,,
1048B,"Treatments, Air Cargo, Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments within the regular hours of service.,1,,,,,,,,,,,,
1084B,"Treatments, Land Border Cargo, Irradiation","Record the number of treatments performed on cargo shipments within the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment.",1,,,,,,,,,,,,
1084C,"Treatments, Land Border Cargo, Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments within the regular hours of service.,1,,,,,,,,,,,,
1190B,"Treatments, Domestic Quarantine Cargo, Irradiation","Record the number of treatments performed on cargo shipments within the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment. These treatments are conducted in Compliance with Domestic Quarantine Regulations.",1,,,,,,,,,,,,
1190C,"Treatments, Domestic Quarantine Cargo, Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments within the regular hours of service. These treatments are conducted in Compliance with Domestic Quarantine Regulations.,1,,,,,,,,,,,,
1191B,"Treatments, Phytosanitary Export Cargo, Irradiation","Record the number of treatments performed on cargo shipments within the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment. These treatments are conducted in accordance with the importing country requirements as outlined in PExD.",1,,,,,,,,,,,,
1191C,"Treatments, Phytosanitary Export Cargo, Irradiation Certs Issued",Record the number of IRADS treatment certificates issued within the regular hours of service. These treatments are conducted in accordance with the importing country requirements as outlined in PExD.,1,,,,,,,,,,,,
2021C,"Treatments,  Maritime Cargo,  O/T Irradiation","Record the number of treatments performed on cargo shipments outside the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment.",1,,,,,,,,,,,,
2021D,"Treatments,  Maritime Cargo,  O/T Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments outside the regular hours of service.,1,,,,,,,,,,,,
2048A,"Treatments, Air Cargo, O/T Irradiation","Record the number of treatments performed on cargo shipments outside the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment.",1,,,,,,,,,,,,
2048B,"Treatments, Air Cargo, O/T Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments outside the regular hours of service.,1,,,,,,,,,,,,
2084B,"Treatments, Land Border Cargo, O/T Irradiation","Record the number of treatments performed on cargo shipments outside the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment.",1,,,,,,,,,,,,
2084C,"Treatments, Land Border Cargo, O/T Irradiation Certificates Issued",Record the number of IRADS treatment certificates issued on cargo shipments outside the regular hours of service.,1,,,,,,,,,,,,
2190B,"Treatments, Domestic Quarantine Cargo, O/T Irradiation","Record the number of treatments performed on cargo shipments outside the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment. These treatments are conducted in Compliance with Domestic Quarantine Regulations.",1,,,,,,,,,,,,
2190C,"Treatments, Domestic Quarantine Cargo, O/T Irradiation Certs Issued",Record the number of IRADS treatment certificates issued on cargo shipments outside the regular hours of service. These treatments are conducted in Compliance with Domestic Quarantine Regulations.,1,,,,,,,,,,,,
2191B,"Treatments, Phytosanitary Export Cargo, O/T Irradiation","Record the number of treatments performed on cargo shipments outside the regular hours of service. One shipment, irradiated to completion should be counted as one treatment. If one shipment contains multiple commodities or multiple product configurations, it is still only one treatment. These treatments are conducted in accordance with the importing country requirements as outlined in PExD.",1,,,,,,,,,,,,
2191C,"Treatments, Phytosanitary Export Cargo, O/T Irradiation Certs Issued",Record the number of IRADS treatment certificates issued outside the regular hours of service. These treatments are conducted in accordance with the importing country requirements as outlined in PExD.,1,,,,,,,,,,,,
1401A,New RG Applicant Request for Approval,Managing a routine request for a new applicant requesting approval to handle regulated garbage (1 count per request every 2 months) Note:  it should take approximately 2 months to complete a routine request if applicant has everything in order. Paired with code 1401B and 1406.,1,,,,,,,,,,,,
1401B,Review and approval of new RG Applicant Packet,"Review and approval of new RG Applicant Packet   Record 1 for every 30 minutes spent reviewing application package including new applicants request letter, company SOP, company training program and recordkeeping log sheets.  This may also include review of initial site visit report and photos.  Paired with code 1406.",1,,,,,,,,,,,,
1402,RG Facility Visits,"Record 1 for each initial site visit (new applicant), quarterly monitoring visits (regulated garbage compliance agreement holder), or annual review visits (regulated garbage compliance agreement holder) at regulated garbage facility.",1,,,,,,,,,,,,
1403A,RG Processor Calibration Successful,Record 1 for each successful regulated garbage processor calibration,1,,,,,,,,,,,,
1403B,RG Processor Calibration Unsuccessful,"Record 1 for each regulated garbage processor calibration that were unsuccessful (example, equipment malfunction; equipment and supplies not ready, etc. and resulted in the need to schedule another calibration visit)",1,,,,,,,,,,,,
1404A,RG Incinerator Certification Successful,Record 1 for each successful regulated garbage incinerator certification (all materials except for glass and metal were burned to ash).,1,,,,,,,,,,,,
1404B,RG Incinerator Certification Unsuccessful,"Record 1 for each RG incinerator certification that were unsuccessful (example, all materials except for glass and metal were not burned to ash and resulted in the need to schedule another certification visit).",1,,,,,,,,,,,,
1405,RG Applicant Approval or Denial Letter,"Record 1 for each draft approval or denial letter that is submitted to the State Plant Health Director (SPHD) for signature.  (Distribute the SPHD-signed scanned approval letter to Field Operations(SPHD) AQI RG NOM, Policy Management (NPM RG), CBP at the port level, and the applicant).  Paired with code 1406",1,,,,,,,,,,,,
1406,Maintaining RG SharePoint Company Folders and Spreadsheets,"Record 1 for every 30 minutes spent maintaining (uploading) documents to company folders on the regulated garbage SharePoint site and updating regulated garbage tracking spreadsheet.  (Code is paired with one or more of the following 1401A, 1401B, 1405, 1407C)",1,,,,,,,,,,,,
1407A,Review and approval of draft RG Compliance Agreements,Record 1 for every 30 minutes spent reviewing and approving draft regulated garbage compliance agreements* (new applicants or existing regulated garbage compliance agreement holders).  *Source documents PPQ Form 519 and appropriate Uniform Standards for Compliance Agreements for Regulated Garbage.,1,,,,,,,,,,,,
1408,RG Stakeholder Visits/Meetings/Outreach,"Record 1 for each visit/meeting/outreach with stakeholders (corporate personnel, CBP, etc.) not associated with a new applicant request for approval.  This would include a meeting at corporate headquarters, a stakeholder meeting, a meeting with CBP for RG and  outreach effort issues only. (1 count per meeting or phone call).",1,,,,,,,,,,,,
1409,Consulting with PPQ AQI RG NOM,"Record 1 for each consulting instance with the PPQ AQI RG NOM as needed when operational concerns, policy interpretation or training needs arise.  Include 1 count per contact via email, phone call, fax, text, in person, etc.",1,,,,,,,,,,,,
1407B,Review / approval existing RGCA documentations,"Record 1 for every 30 minutes spent reviewing existing RG compliance agreement holders documentation (such as company SOP, company training program and  recordkeeping log sheets due to the need for re-issuance* of the regulated garbage compliance agreement). *Source Manual for Agricultural Clearance (MAC) for specific instances on Determine if a New Approval or a New Compliance Agreement is Required table.",1,,,,,,,,,,,,
1407C,Relinquishment of RG Compliance Agreement Letter,"Record 1 for each draft of a compliance agreement relinquishment that is submitted to the State Plant Health Director (SPHD) for signature.  (Distribute the SPHD-signed scanned relinquishment letter to Field Operations AQI RG NOM, Policy Management (NPM RG), CBP at the port level, and the requestor).  Paired with code 1406.",1,,,,,,,,,,,,
