task,owner,sub_category,start_date,completion_comments,Animal.kg,Plant.kg,lat,lon,PATHWAY,how_many,entry_type,aqim_based,COMMODITY_DISPLAY_NAME
TK:4628:23,Florida,IBL 23-075,2022-12-14T18:17:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:5193:23,Puerto Rico,IBL 23-075,2023-03-12T03:00:00Z,"Animal# 13.1
Plant# 1",5.9420551999999995,0.453592,18.16765,-67.18259,IBL,,passenger,NA,Animal_IBL
TK:5127:23,Puerto Rico,IBL 23-074,2023-03-08T02:00:00Z,"ANIMAL #0
PLANT# 0",0,0,18.48681,-66.43592,IBL,,passenger,NA,Animal_IBL
TK:4626:23,Florida,IBL 23-074,2022-12-13T16:21:00Z,NA,NA,NA,25.2576,-80.3129,IBL,,passenger,NA,Animal_IBL
TK:4625:23,Florida,IBL 23-073,2022-12-13T14:43:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:5101:23,Puerto Rico,IBL 23-073,2023-03-07T02:00:00Z,"Animal# 5.2
Plant# 0",2.3586784,0,18.51272,-67.11877,IBL,,passenger,NA,Animal_IBL
TK:4624:23,Florida,IBL 23-072,2022-12-13T07:14:00Z,NA,NA,NA,24.5474,-81.8121,IBL,,passenger,NA,Animal_IBL
TK:4973:23,Puerto Rico,IBL 23-072,2023-03-06T02:00:00Z,"Animal# 34
Plant# 6",15.422128,2.721552,18.43369,-67.15643,IBL,,passenger,NA,Animal_IBL
TK:4934:23,Puerto Rico,IBL 23-071,2023-03-03T02:00:00Z,"Animal # 0.0 pounds
Plant # 0.0 pounds

No product recovered.",0,0,18.36046,-67.27053,IBL,,passenger,NA,Animal_IBL
TK:4623:23,Florida,IBL 23-071,2022-12-12T20:43:00Z,NA,NA,NA,24.9242,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:4897:23,Puerto Rico,IBL 23-070,2023-02-27T02:00:00Z,"Animal# 8
Plant# 0",3.628736,0,17.96945,-66.61231,IBL,,passenger,NA,Animal_IBL
TK:4622:23,Florida,IBL 23-070,2022-12-11T20:07:00Z,NA,NA,NA,24.9243,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:4888:23,Puerto Rico,IBL 23-069,2023-03-01T02:00:00Z,"Animal# 34
Plant# 4",15.422128,1.814368,17.97858,-66.00461,IBL,,passenger,NA,Animal_IBL
TK:4865:23,Puerto Rico,IBL 23-068,2023-02-28T02:00:00Z,"Animal# 6.6
Plant# 0",2.9937072,0,18.51576,-67.09493,IBL,,passenger,NA,Animal_IBL
TK:4620:23,Florida,IBL 23-068,2022-12-11T09:12:00Z,NA,NA,NA,24.707,-81.1209,IBL,,passenger,NA,Animal_IBL
TK:4619:23,Florida,IBL 23-067,2022-12-11T08:55:00Z,NA,NA,NA,24.6895,-81.079,IBL,,passenger,NA,Animal_IBL
TK:4789:23,Puerto Rico,IBL 23-067,2023-02-27T02:00:00Z,"Animal# 1.4
Plant# 0",0.6350288,0,18.31779,-67.24554,IBL,,passenger,NA,Animal_IBL
TK:4618:23,Florida,IBL 23-066,2022-12-08T06:57:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:4788:23,Puerto Rico,IBL 23-066,2023-02-26T02:00:00Z,"Animal# 11.4
Plant# 0",5.1709488,0,18.4884,-67.16253,IBL,,passenger,NA,Animal_IBL
TK:4468:23,Puerto Rico,IBL 23-065,2023-02-15T02:00:00Z,"Plants# 0
Animal# 0",0,0,18.51345,-67.07078,IBL,,passenger,NA,Animal_IBL
TK:4617:23,Florida,IBL 23-065,2022-12-08T19:30:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:4349:23,Puerto Rico,IBL 23-064,2023-02-08T09:00:00Z,"Animal # 5.00
Plants # 28.00",2.26796,12.700576,18.143,-65.7681,IBL,,passenger,NA,Animal_IBL
TK:4616:23,Florida,IBL 23-064,2022-12-07T19:40:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:4063:23,Puerto Rico,IBL 23-063,2023-01-22T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.15852,-67.94831,IBL,,passenger,NA,Animal_IBL
TK:4615:23,Florida,IBL 23-063,2022-12-07T09:26:00Z,NA,NA,NA,24.7198,-81.0279,IBL,,passenger,NA,Animal_IBL
TK:4017:23,Puerto Rico,IBL 23-062,2023-01-22T02:00:00Z,"Animal# 17.8
Plant# 0",8.0739376,0,18.4577,-67.16469,IBL,,passenger,NA,Animal_IBL
TK:4016:23,Puerto Rico,IBL 23-061,2023-01-21T02:00:00Z,"Animal# 0
Plant# 3.6",0,1.6329312,18.23185,-65.62216,IBL,,passenger,NA,Animal_IBL
TK:4613:23,Florida,IBL 23-061,2022-12-06T06:48:00Z,NA,NA,NA,24.7237,-81.0811,IBL,,passenger,NA,Animal_IBL
TK:3959:23,Puerto Rico,IBL 23-060,2023-01-16T02:00:00Z,"Animal # 0.0lbs
Plant # 0.0lbs",0,0,18.1599,-67.94897,IBL,,passenger,NA,Animal_IBL
TK:4612:23,Florida,IBL 23-060,2022-12-03T10:46:00Z,NA,NA,NA,25.0865,-80.4473,IBL,,passenger,NA,Animal_IBL
TK:4611:23,Florida,IBL 23-059,2022-12-02T14:39:00Z,NA,NA,NA,24.7011,-81.1104,IBL,,passenger,NA,Animal_IBL
TK:3884:23,Puerto Rico,IBL 23-059,2023-01-17T02:00:00Z,"Animal #5.5lbs.
Plant #1.5lbs",2.4947559999999998,0.680388,18.2319,-65.62181,IBL,,passenger,NA,Animal_IBL
TK:3875:23,Puerto Rico,IBL 23-058,2023-01-13T02:00:00Z,"Animal # 6.55
Plant # 0.20",2.9710275999999998,0.0907184,18.29211,-67.19835,IBL,,passenger,NA,Animal_IBL
TK:3819:23,Puerto Rico,IBL 23-057,2023-01-12T02:00:00Z,"Animal # 9.5
Plant # 0.5",4.309124,0.226796,18.01292,-67.16986,IBL,,passenger,NA,Animal_IBL
TK:4609:23,Florida,IBL 23-057,2022-12-01T11:33:00Z,NA,NA,NA,24.7237,-81.0811,IBL,,passenger,NA,Animal_IBL
TK:3755:23,Puerto Rico,IBL 23-056,2023-01-09T02:00:00Z,"ANIMAL# 14
PLANT# 7",6.350288,3.175144,18.47662,-66.50625,IBL,,passenger,NA,Animal_IBL
TK:3746:23,Puerto Rico,IBL 23-055,2023-01-09T02:00:00Z,"Animal # 0.0 
Plant # 7.02",0,3.18421584,18.36667,-67.26904,IBL,,passenger,NA,Animal_IBL
TK:4607:23,Florida,IBL 23-055,2022-11-30T07:13:00Z,NA,NA,NA,24.72076,-81.0189,IBL,,passenger,NA,Animal_IBL
TK:4606:23,Florida,IBL 23-054,2022-11-29T19:22:00Z,NA,NA,NA,24.52937,-82.0032,IBL,,passenger,NA,Animal_IBL
TK:3697:23,Puerto Rico,IBL 23-054,2023-01-05T02:00:00Z,"Animal#0
Plant#0",0,0,18.08246,-67.9453,IBL,,passenger,NA,Animal_IBL
TK:3597:23,Puerto Rico,IBL 23-053,2023-01-04T02:00:00Z,"Animal#0
Plant#0",0,0,18.37142,-67.25468,IBL,,passenger,NA,Animal_IBL
TK:4605:23,Florida,IBL 23-053,2022-11-28T18:57:00Z,NA,NA,NA,24.57587,-81.6459,IBL,,passenger,NA,Animal_IBL
TK:3538:23,Puerto Rico,IBL 23-052,2023-01-01T02:00:00Z,"ANIMAL #15
PLANT #22",6.8038799999999995,9.979023999999999,18.45224,-66.15896,IBL,,passenger,NA,Animal_IBL
TK:4604:23,Florida,IBL 23-052,2022-11-28T18:44:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:3531:23,Puerto Rico,IBL 23-051,2023-01-01T02:00:00Z,"Animal#0
Plant#0",0,0,18.15822,-67.94834,IBL,,passenger,NA,Animal_IBL
TK:4603:23,Florida,IBL 23-051,2022-11-28T18:28:00Z,NA,NA,NA,24.82371,-80.8129,IBL,,passenger,NA,Animal_IBL
TK:4587:23,Florida,IBL 23-050,2022-11-28T06:34:00Z,NA,NA,NA,24.6915,-81.0861,IBL,,passenger,NA,Animal_IBL
TK:4707:23,Florida,IBL 23-050,2023-02-17T03:10:00Z,NA,NA,NA,24.6915,-81.0861,IBL,,passenger,NA,Animal_IBL
TK:3526:23,Puerto Rico,IBL 23-050,2022-12-31T02:00:00Z,"Animal# 18
Plant# 3",8.164656,1.360776,18.01308,-67.16982,IBL,,passenger,NA,Animal_IBL
TK:3370:23,Puerto Rico,IBL 23-049,2022-12-23T02:00:00Z,"Animal# 0
Plant# 0",0,0,18.30547,-67.23888,IBL,,passenger,NA,Animal_IBL
TK:4586:23,Florida,IBL 23-049,2022-11-27T19:01:00Z,NA,NA,NA,24.5633,-81.7986,IBL,,passenger,NA,Animal_IBL
TK:3271:23,Puerto Rico,IBL 23-048,2022-12-20T02:00:00Z,"ANIMAL #0
PLANT #0",0,0,18.46642,-66.2226,IBL,,passenger,NA,Animal_IBL
TK:4584:23,Florida,IBL 23-048,2022-11-27T10:25:00Z,NA,NA,NA,24.5719,-82.1194,IBL,,passenger,NA,Animal_IBL
TK:4583:23,Florida,IBL 23-047,2022-11-27T10:15:00Z,NA,NA,NA,24.5653,-81.7987,IBL,,passenger,NA,Animal_IBL
TK:3270:23,Puerto Rico,IBL 23-047,2022-12-19T02:00:00Z,"ANIMAL# 0
PLANT# 0",0,0,18.42268,-65.82824,IBL,,passenger,NA,Animal_IBL
TK:4703:23,Florida,IBL 23-047,2023-02-05T10:27:00Z,NA,NA,NA,24.5653,-81.7987,IBL,,passenger,NA,Animal_IBL
TK:4582:23,Florida,IBL 23-046,2022-11-26T09:58:00Z,NA,NA,NA,24.5544,-81.7489,IBL,,passenger,NA,Animal_IBL
TK:3170:23,Puerto Rico,IBL 23-046,2022-12-17T02:00:00Z,"ANIMAL# 4
PLANT # 20",1.814368,9.07184,18.29189,-67.19837,IBL,,passenger,NA,Animal_IBL
TK:4581:23,Florida,IBL 23-045,2022-11-25T18:29:00Z,NA,NA,NA,24.5588,-81.8071,IBL,,passenger,NA,Animal_IBL
TK:3086:23,Puerto Rico,IBL 23-045,2022-12-12T02:00:00Z,"Animal#0
Plant#0",0,0,18.15822,-67.94834,IBL,,passenger,NA,Animal_IBL
TK:2612:23,Puerto Rico,IBL 23-044,2022-12-06T09:00:00Z,"Animal # 4.00
Plants # 0.00",1.814368,0,18.0129,-67.17034,IBL,,passenger,NA,Animal_IBL
TK:4579:23,Florida,IBL 23-044,2022-11-25T18:15:00Z,NA,NA,NA,24.5664,-81.8003,IBL,,passenger,NA,Animal_IBL
TK:2553:23,Puerto Rico,IBL 23-043,2022-12-05T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49058,-67.15593,IBL,,passenger,NA,Animal_IBL
TK:4578:23,Florida,IBL 23-043,2022-11-25T08:21:00Z,NA,NA,NA,24.726,-81.0446,IBL,,passenger,NA,Animal_IBL
TK:4569:23,Florida,IBL 23-042,2022-11-25T07:22:00Z,NA,NA,NA,24.9243,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:2449:23,Puerto Rico,IBL 23-042,2022-11-29T02:00:00Z,"ANIMAL #15
PLANT #10",6.8038799999999995,4.53592,17.94234,-66.2021,IBL,,passenger,NA,Animal_IBL
TK:2402:23,Puerto Rico,IBL 23-041,2022-11-27T13:00:00Z,"Animal #0.0 Pounds
Plant #0.0 Pounds
No products recovered",0,0,18.36622,-67.26991,IBL,,passenger,NA,Animal_IBL
TK:4568:23,Florida,IBL 23-041,2022-11-24T16:06:00Z,NA,NA,NA,24.7618,-80.9553,IBL,,passenger,NA,Animal_IBL
TK:2394:23,Puerto Rico,IBL 23-040,2022-11-27T02:00:00Z,"ANIMAL #3
PLANT #2",1.360776,0.907184,18.46895,-66.45874,IBL,,passenger,NA,Animal_IBL
TK:4566:23,Florida,IBL 23-040,2022-11-24T19:46:00Z,NA,NA,NA,24.7618,-80.9553,IBL,,passenger,NA,Animal_IBL
TK:2401:23,Puerto Rico,IBL 23-039,2022-11-26T02:00:00Z,"Animal# 3
Plant# 0",1.360776,0,18.01297,-67.16986,IBL,,passenger,NA,Animal_IBL
TK:4565:23,Florida,IBL 23-039,2022-11-24T07:41:00Z,NA,NA,NA,24.6363,-81.3457,IBL,,passenger,NA,Animal_IBL
TK:2322:23,Puerto Rico,IBL 23-038,2022-11-21T02:00:00Z,"Animal# 5
Plant# 0",2.26796,0,17.95639,-67.21195,IBL,,passenger,NA,Animal_IBL
TK:4564:23,Florida,IBL 23-038,2022-11-23T09:44:00Z,NA,NA,NA,24.721,-81.0152,IBL,,passenger,NA,Animal_IBL
TK:2286:23,Puerto Rico,IBL 23-037,2022-11-15T02:00:00Z,"Animal 0.0 pounds
Plant 0.0 pounds
No products recovered",0,0,18.16099,-67.94814,IBL,,passenger,NA,Animal_IBL
TK:4562:23,Florida,IBL 23-037,2022-11-22T16:05:00Z,NA,NA,NA,25.884,-80.121,IBL,,passenger,NA,Animal_IBL
TK:2228:23,Puerto Rico,IBL 23-036,2022-11-16T02:00:00Z,"Animal#0
Plant#0",0,0,18.49009,-66.77893,IBL,,passenger,NA,Animal_IBL
TK:4561:23,Florida,IBL 23-036,2022-11-21T14:00:00Z,NA,NA,NA,24.9242,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:4560:23,Florida,IBL 23-035,2022-11-18T13:26:00Z,NA,NA,NA,24.9242,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:2227:23,Puerto Rico,IBL 23-035,2022-11-16T02:00:00Z,"Animal#0
Plant#0",0,0,18.48974,-66.95895,IBL,,passenger,NA,Animal_IBL
TK:2198:23,Puerto Rico,IBL 23-034,2022-11-13T02:00:00Z,"Animal# 25
Plant# 5",11.3398,2.26796,18.01292,-67.17006,IBL,,passenger,NA,Animal_IBL
TK:4558:23,Florida,IBL 23-034,2022-11-17T14:17:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:2195:23,Puerto Rico,IBL 23-033,2022-11-13T02:00:00Z,"Animal# 5
Plant# 0",2.26796,0,18.40449,-67.17998,IBL,,passenger,NA,Animal_IBL
TK:4557:23,Florida,IBL 23-033,2022-11-16T13:51:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:2194:23,Puerto Rico,IBL 23-032,2022-11-11T02:00:00Z,"Animal# 0
Plant# 0",0,0,18.51374,-67.07129,IBL,,passenger,NA,Animal_IBL
TK:4556:23,Florida,IBL 23-032,2022-11-15T19:28:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:2190:23,Puerto Rico,IBL 23-031,2022-11-11T00:30:00Z,"ANIMAL #0
PLANT#0",0,0,18.48667,-66.33506,IBL,,passenger,NA,Animal_IBL
TK:4555:23,Florida,IBL 23-031,2022-11-15T09:17:00Z,NA,NA,NA,24.5523,-81.7565,IBL,,passenger,NA,Animal_IBL
TK:2167:23,Puerto Rico,IBL 23-030,2022-11-10T02:00:00Z,"Animal # 16.0
Plant # 1.0",7.257472,0.453592,17.97173,-66.92696,IBL,,passenger,NA,Animal_IBL
TK:4554:23,Florida,IBL 23-030,2022-11-14T17:11:00Z,NA,NA,NA,24.69141,-81.0865,IBL,,passenger,NA,Animal_IBL
TK:4553:23,Florida,IBL 23-029,2022-11-14T11:36:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:2165:23,Puerto Rico,IBL 23-029,2022-11-09T02:00:00Z,"ANIMAL #30
PLANT#13",13.607759999999999,5.896696,18.04926,-65.83363,IBL,,passenger,NA,Animal_IBL
TK:4547:23,Florida,IBL 23-028,2022-11-14T09:26:00Z,NA,NA,NA,24.9242,-80.6278,IBL,,passenger,NA,Animal_IBL
TK:2150:23,Puerto Rico,IBL 23-028,2022-11-09T02:00:00Z,"Animal # 0.0 pounds
Plant # 0.0 pounds",0,0,18.013,-67.1701,IBL,,passenger,NA,Animal_IBL
TK:2149:23,Puerto Rico,IBL 23-027,2022-11-07T18:00:00Z,"Animal # 0.0 pounds
Plant # 0.0 pounds",0,0,17.94934,-66.98917,IBL,,passenger,NA,Animal_IBL
TK:4544:23,Florida,IBL 23-027,2022-11-14T09:07:00Z,NA,NA,NA,24.93513,-80.6155,IBL,,passenger,NA,Animal_IBL
TK:2026:23,Puerto Rico,IBL 23-026,2022-11-02T03:00:00Z,"Animal #0.0 pounds
Plant #0.0 pounds",0,0,18.29193,-67.19845,IBL,,passenger,NA,Animal_IBL
TK:4541:23,Florida,IBL 23-026,2022-11-13T17:03:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:1983:23,Puerto Rico,IBL 23-025,2022-10-31T03:00:00Z,"Animal# 5
Plant# 7.7",2.26796,3.4926584,18.48909,-66.9576,IBL,,passenger,NA,Animal_IBL
TK:4540:23,Florida,IBL 23-025,2022-11-12T20:00:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:1968:23,Puerto Rico,IBL 23-024,2022-10-29T03:00:00Z,"Animal # 0.0 pounds
Plants # 0.0 pounds",0,0,18.49026,-67.15665,IBL,,passenger,NA,Animal_IBL
TK:4538:23,Florida,IBL 23-024,2022-11-12T14:16:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:1877:23,Puerto Rico,IBL 23-023,2022-10-27T03:00:00Z,"Animal #5.0 pounds
Plant #10.0 pounds",2.26796,4.53592,17.97169,-65.95016,IBL,,passenger,NA,Animal_IBL
TK:4534:23,Florida,IBL 23-022,2022-11-07T15:01:00Z,NA,NA,NA,24.6333,-82.9187,IBL,,passenger,NA,Animal_IBL
TK:1869:23,Puerto Rico,IBL 23-022,2022-10-27T03:00:00Z,"Plant #0.0 pounds
Animal #0.0 pounds",0,0,18.50927,-67.13079,IBL,,passenger,NA,Animal_IBL
TK:1778:23,Puerto Rico,IBL 23-021,2022-10-27T09:00:00Z,"Animal # 0.0 pounds
Plant # 0.0 pounds",0,0,18.47394,-67.16921,IBL,,passenger,NA,Animal_IBL
TK:4531:23,Florida,IBL 23-021,2022-11-06T23:18:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:1683:23,Puerto Rico,IBL 23-020,2022-10-24T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.50599,-67.14019,IBL,,passenger,NA,Animal_IBL
TK:4529:23,Florida,IBL 23-020,2022-11-06T09:30:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:4528:23,Florida,IBL 23-019,2022-11-05T16:49:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:1681:23,Puerto Rico,IBL 23-019,2022-10-23T09:00:00Z,"Animal #  3.50
Plant # 0.00",1.587572,0,18.47594,-67.169,IBL,,passenger,NA,Animal_IBL
TK:1679:23,Puerto Rico,IBL 23-018,2022-10-23T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.08748,-67.93941,IBL,,passenger,NA,Animal_IBL
TK:4527:23,Florida,IBL 23-018,2022-11-04T15:41:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:1678:23,Puerto Rico,IBL 23-017,2022-10-23T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.36092,-67.27077,IBL,,passenger,NA,Animal_IBL
TK:4526:23,Florida,IBL 23-017,2022-11-03T16:43:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:1522:23,Puerto Rico,IBL 23-016,2022-10-18T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.07589,-67.93318,IBL,,passenger,NA,Animal_IBL
TK:4525:23,Florida,IBL 23-016,2022-11-03T09:25:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:1455:23,Puerto Rico,IBL 23-015,2022-10-17T09:00:00Z,"Animal # 21.00
Plant # 4.00",9.525432,1.814368,17.97939,-66.01358,IBL,,passenger,NA,Animal_IBL
TK:4494:23,Florida,IBL 23-015,2022-11-06T06:30:00Z,NA,NA,NA,24.6333,-82.9187,IBL,,passenger,NA,Animal_IBL
TK:1397:23,Puerto Rico,IBL 23-014,2022-10-16T03:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49414,-67.15299,IBL,,passenger,NA,Animal_IBL
TK:4493:23,Florida,IBL 23-014,2022-11-02T14:05:00Z,NA,NA,NA,25.4531,-80.1963,IBL,,passenger,NA,Animal_IBL
TK:1396:23,Puerto Rico,IBL 23-013,2022-10-16T03:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.36633,-67.2694,IBL,,passenger,NA,Animal_IBL
TK:4490:23,Florida,IBL 23-013,2022-11-01T13:58:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:1395:23,Puerto Rico,IBL 23-012,2022-10-16T03:00:00Z,"Animal # 8.00
Plant # 0.00",3.628736,0,18.47605,-67.16918,IBL,,passenger,NA,Animal_IBL
TK:4483:23,Florida,IBL 23-012,2022-11-01T13:48:00Z,NA,NA,NA,24.71113,-81.0947,IBL,,passenger,NA,Animal_IBL
TK:1309:23,Puerto Rico,IBL 23-011,2022-10-13T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.37547,-67.23991,IBL,,passenger,NA,Animal_IBL
TK:4482:23,Florida,IBL 23-011,2022-10-31T10:24:00Z,NA,NA,NA,24.93513,-80.6155,IBL,,passenger,NA,Animal_IBL
TK:1203:23,Puerto Rico,IBL 23-010,2022-10-10T03:00:00Z,"Animal# 0.0 pounds
Plant# 0.0 pounds",0,0,18.48515,-67.16551,IBL,,passenger,NA,Animal_IBL
TK:4491:23,Florida,IBL 23-010,2022-10-31T07:52:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:1134:23,Puerto Rico,IBL 23-009,2022-10-08T03:00:00Z,"Animal# 5
Plant# 4",2.26796,1.814368,18.36602,-67.26927,IBL,,passenger,NA,Animal_IBL
TK:4480:23,Florida,IBL 23-009,2022-10-31T07:45:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:1124:23,Puerto Rico,IBL 23-008,2022-10-08T03:00:00Z,"Animal# 9
Plant# 4",4.082328,1.814368,18.46776,-66.2367,IBL,,passenger,NA,Animal_IBL
TK:4479:23,Florida,IBL 23-008,2022-10-30T20:21:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:4472:23,Florida,IBL 23-007,2022-10-30T20:15:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:1100:23,Puerto Rico,IBL 23-007,2022-10-06T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.37524,-67.24025,IBL,,passenger,NA,Animal_IBL
TK:1111:23,Puerto Rico,IBL 23-006,2022-10-06T09:00:00Z,"Animal # 21.00
Plant # 1.00",9.525432,0.453592,17.96927,-66.31345,IBL,,passenger,NA,Animal_IBL
TK:4471:23,Florida,IBL 23-006,2022-10-29T14:00:00Z,NA,NA,NA,24.82649,-80.813,IBL,,passenger,NA,Animal_IBL
TK:1098:23,Puerto Rico,IBL 23-005,2022-10-05T09:00:00Z,NA,NA,NA,18.08753,-67.93968,IBL,,passenger,NA,Animal_IBL
TK:4470:23,Florida,IBL 23-005,2022-10-27T18:54:00Z,NA,NA,NA,24.5975,-82.1266,IBL,,passenger,NA,Animal_IBL
TK:4469:23,Florida,IBL 23-004,2022-10-27T14:36:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:1051:23,Puerto Rico,IBL 23-004,2022-10-04T03:00:00Z,"ANIMAL# 0
PLANT# 0",0,0,18.48872,-66.95435,IBL,,passenger,NA,Animal_IBL
TK:1039:23,Puerto Rico,IBL 23-003,2022-10-03T03:00:00Z,"ANIMAL# 21
PLANT # 10",9.525432,4.53592,18.00606,-65.871,IBL,,passenger,NA,Animal_IBL
TK:4466:23,Florida,IBL 23-003,2022-10-26T15:51:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:3339:24,Florida,IBL 23-003,2023-10-20T07:00:00Z,NA,NA,NA,24.62895,-82.9225,IBL,,passenger,NA,Animal_IBL
TK:4449:23,Florida,IBL 23-002,2022-10-26T15:43:00Z,NA,NA,NA,24.5625,-81.7992,IBL,,passenger,NA,Animal_IBL
TK:1038:23,Puerto Rico,IBL 23-002,2022-10-03T03:00:00Z,"Animal# 13
Plant# 2",5.896696,0.907184,18.49474,-66.98515,IBL,,passenger,NA,Animal_IBL
TK:4444:23,Florida,IBL 23-001,2022-10-26T07:00:00Z,NA,NA,NA,24.7237,-81.0811,IBL,,passenger,NA,Animal_IBL
TK:1037:23,Puerto Rico,IBL 23-001,2022-10-02T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.47335,-67.16934,IBL,,passenger,NA,Animal_IBL
TK:5828:23,Florida,IBL 22-187,2022-10-17T23:30:00Z,NA,NA,NA,NA,NA,IBL,,passenger,NA,Animal_IBL
TK:1000:23,Puerto Rico,IBL 22-142,2022-09-30T03:00:00Z,"Plant# 0
Animal# 6",2.721552,0,18.10289,-67.18518,IBL,,passenger,NA,Animal_IBL
TK:8688:22,Puerto Rico,IBL 22-141,2022-09-30T03:00:00Z,"ANIMAL #41 
PLANT #0",18.597272,0,18.46962,-66.45424,IBL,,passenger,NA,Animal_IBL
TK:8667:22,Puerto Rico,IBL 22-140,2022-09-29T03:00:00Z,"Plant# 0
Animal# 0",0,0,18.3664,-67.26873,IBL,,passenger,NA,Animal_IBL
TK:8612:22,Puerto Rico,IBL 22-139,2022-09-27T03:00:00Z,"Animal # 2.00pounds
Plants # 0.00pounds",0.907184,0,17.95298,-67.13915,IBL,,passenger,NA,Animal_IBL
TK:8388:22,Puerto Rico,IBL 22-138,2022-09-12T03:00:00Z,"Animal #0.0 pounds
Plant # 0.0 pounds",0,0,18.01287,-67.16999,IBL,,passenger,NA,Animal_IBL
TK:8373:22,Puerto Rico,IBL 22-137,2022-09-13T03:00:00Z,"Animal# 0
Plant# 0",0,0,18.08731,-67.94009,IBL,,passenger,NA,Animal_IBL
TK:8345:22,Puerto Rico,IBL 22-136,2022-09-09T03:00:00Z,"ANIMAL #16
PLANT #0",7.257472,0,18.4334,-65.84798,IBL,,passenger,NA,Animal_IBL
TK:8223:22,Puerto Rico,IBL 22-135,2022-09-06T03:00:00Z,"ANIMAL# 45
PLANT #6",20.41164,2.721552,18.46613,-66.1958,IBL,,passenger,NA,Animal_IBL
TK:8242:22,Puerto Rico,IBL 22-134,2022-09-05T03:00:00Z,"Animal # 10.0 pounds
Plant # 0.0 pounds",4.53592,0,18.51209,-67.12359,IBL,,passenger,NA,Animal_IBL
TK:8220:22,Puerto Rico,IBl 22-133,2022-09-04T19:00:00Z,"ANIMAL #10
PLANT #0",4.53592,0,18.44815,-65.89592,IBL,,passenger,NA,Animal_IBL
TK:8219:22,Puerto Rico,IBL 22-132,2022-09-03T03:00:00Z,"Animal #16.0 pounds
Plant #0.0 pounds",7.257472,0,18.29211,-67.19835,IBL,,passenger,NA,Animal_IBL
TK:8154:22,Puerto Rico,IBL 22-131,2022-08-29T03:00:00Z,"ANIMAL # 3
PLANT # 0",1.360776,0,18.44469,-65.91844,IBL,,passenger,NA,Animal_IBL
